postal_code,year,total_reviews,avg_review_stars,kw_aesthetic_count,kw_aesthetic_freq,kw_vibe_count,kw_vibe_freq,kw_vibes_count,kw_vibes_freq,kw_artisan_count,kw_artisan_freq,kw_artisanal_count,kw_artisanal_freq,kw_curated_count,kw_curated_freq,kw_craft_count,kw_craft_freq,kw_trendy_count,kw_trendy_freq,kw_hipster_count,kw_hipster_freq,kw_brunch_count,kw_brunch_freq,kw_organic_count,kw_organic_freq,kw_farm_to_table_count,kw_farm_to_table_freq,kw_locally_sourced_count,kw_locally_sourced_freq,kw_small_batch_count,kw_small_batch_freq,kw_handcrafted_count,kw_handcrafted_freq,kw_minimalist_count,kw_minimalist_freq,kw_instagrammable_count,kw_instagrammable_freq,kw_photogenic_count,kw_photogenic_freq,kw_rustic_count,kw_rustic_freq,kw_industrial_chic_count,kw_industrial_chic_freq,kw_exposed_brick_count,kw_exposed_brick_freq,kw_avocado_toast_count,kw_avocado_toast_freq,kw_matcha_count,kw_matcha_freq,kw_pour_over_count,kw_pour_over_freq,kw_charcuterie_count,kw_charcuterie_freq,kw_fusion_count,kw_fusion_freq,kw_upscale_count,kw_upscale_freq,kw_gentrified_count,kw_gentrified_freq,kw_bougie_count,kw_bougie_freq,kw_boujee_count,kw_boujee_freq,gentrify_language_score,total_food_businesses,avg_stars,avg_price_range,median_price_range,gentrify_biz_count,cat_new_american_count,cat_coffee_tea_count,cat_wine_bars_count,cat_cocktail_bars_count,cat_juice_bars_smoothies_count,cat_acai_bowls_count,cat_tapas_bars_count,cat_vegan_count,cat_gastropubs_count,cat_breakfast_brunch_count,cat_kombucha_count,cat_organic_stores_count,cat_beer_bar_count,cat_bubble_tea_count,gentrify_density,avg_rent,rent_obs_count,rent_yoy_change,rent_abs_change,next_year_avg_rent,next_year_rent_yoy_change,next_year_rent_abs_change,metro
08054,2020,787,3.56289707750953,1,0.0012706480304955528,2,0.0025412960609911056,0,0.0,1,0.0012706480304955528,0,0.0,0,0.0,6,0.007623888182973317,1,0.0012706480304955528,0,0.0,2,0.0025412960609911056,1,0.0012706480304955528,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0012706480304955528,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.005082592121982211,2,0.0025412960609911056,0,0.0,0,0.0,0,0.0,0.0008894536213468871,171,3.371345029239766,1.5928571428571427,2.0,27,0,17,0,0,1,0,1,0,0,8,0,1,0,0,0.15789473684210525,1574.479949182236,12,3.780823445627002,57.35964033525556,1775.7065450661703,12.780511812071582,201.22659588393435,Philly MSA
08054,2021,807,3.2973977695167287,1,0.0012391573729863693,4,0.004956629491945477,2,0.0024783147459727386,1,0.0012391573729863693,0,0.0,0,0.0,3,0.0037174721189591076,0,0.0,0,0.0,6,0.007434944237918215,2,0.0024783147459727386,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0012391573729863693,0,0.0,0,0.0,0,0.0,1,0.0012391573729863693,0,0.0,0,0.0,3,0.0037174721189591076,1,0.0012391573729863693,0,0.0,0,0.0,0,0.0,0.0010326311441553077,171,3.371345029239766,1.5928571428571427,2.0,27,0,17,0,0,1,0,1,0,0,8,0,1,0,0,0.15789473684210525,1775.7065450661703,12,12.780511812071582,201.22659588393435,1946.8466328700124,9.63785870358802,171.1400878038421,Philly MSA
08054,2022,31,3.032258064516129,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,171,3.371345029239766,1.5928571428571427,2.0,27,0,17,0,0,1,0,1,0,0,8,0,1,0,0,0.15789473684210525,1946.8466328700124,12,9.63785870358802,171.1400878038421,2057.6038603325924,5.689057658296548,110.75722746257998,Philly MSA
08618,2021,65,3.707692307692308,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.015384615384615385,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0005128205128205128,39,3.576923076923077,1.2666666666666666,1.0,5,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0.1282051282051282,1441.058247642984,5,,,1564.1818317339214,8.543969981249555,123.12358409093736,Philly MSA
18940,2022,44,4.0,1,0.022727272727272728,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.022727272727272728,0,0.0,0,0.0,1,0.022727272727272728,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.045454545454545456,1,0.022727272727272728,0,0.0,1,0.022727272727272728,1,0.022727272727272728,2,0.045454545454545456,0,0.0,0,0.0,0,0.0,0.007575757575757577,153,3.65359477124183,1.8333333333333333,2.0,32,0,15,1,2,5,2,1,0,1,11,0,1,2,1,0.20915032679738563,2378.704482606257,11,,,2474.4393572490267,4.024664490390029,95.73487464276968,Philly MSA
19003,2021,871,3.804822043628014,5,0.0057405281285878304,24,0.027554535017221583,7,0.008036739380022962,0,0.0,0,0.0,0,0.0,7,0.008036739380022962,0,0.0,0,0.0,14,0.016073478760045924,1,0.001148105625717566,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.001148105625717566,0,0.0,1,0.001148105625717566,0,0.0,1,0.001148105625717566,0,0.0,3,0.003444316877152698,3,0.003444316877152698,7,0.008036739380022962,0,0.0,0,0.0,0,0.0,0.002831993876769997,169,3.671597633136095,1.8273381294964028,2.0,36,0,17,4,4,4,1,0,4,3,5,0,1,0,2,0.21301775147928995,1757.7885737735924,3,,,1916.8018351690932,9.046210890660976,159.01326139550088,Philly MSA
19003,2022,52,3.769230769230769,0,0.0,1,0.019230769230769232,0,0.0,1,0.019230769230769232,0,0.0,0,0.0,1,0.019230769230769232,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.019230769230769232,0,0.0,0,0.0,1,0.019230769230769232,0,0.0,0,0.0,0,0.0,0,0.0,0.0032051282051282055,169,3.671597633136095,1.8273381294964028,2.0,36,0,17,4,4,4,1,0,4,3,5,0,1,0,2,0.21301775147928995,1916.8018351690932,12,9.046210890660976,159.01326139550088,2055.7371577544704,7.248288270400205,138.9353225853772,Philly MSA
19004,2019,389,3.1568123393316196,2,0.005141388174807198,3,0.007712082262210797,1,0.002570694087403599,0,0.0,0,0.0,0,0.0,1,0.002570694087403599,0,0.0,0,0.0,0,0.0,1,0.002570694087403599,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.005141388174807198,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.010282776349614395,0,0.0,1,0.002570694087403599,0,0.0,0.0012853470437017992,67,3.3582089552238807,1.8596491228070176,2.0,17,0,8,2,3,1,0,0,2,0,6,0,0,1,0,0.2537313432835821,1679.626006464615,1,,,1699.539806658486,1.1856091842604055,19.913800193870884,Philly MSA
19004,2020,231,3.294372294372294,0,0.0,3,0.012987012987012988,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.004329004329004329,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0005772005772005772,67,3.3582089552238807,1.8596491228070176,2.0,17,0,8,2,3,1,0,0,2,0,6,0,0,1,0,0.2537313432835821,1699.539806658486,11,1.1856091842604055,19.913800193870884,1821.8309442350412,7.195544175984625,122.29113757655523,Philly MSA
19004,2021,273,3.347985347985348,0,0.0,5,0.018315018315018316,1,0.003663003663003663,0,0.0,0,0.0,1,0.003663003663003663,2,0.007326007326007326,0,0.0,0,0.0,4,0.014652014652014652,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.003663003663003663,1,0.003663003663003663,0,0.0,2,0.007326007326007326,0,0.0,0,0.0,1,0.003663003663003663,0,0.0,1,0.003663003663003663,0,0.0,0,0.0,0,0.0,0.00231990231990232,67,3.3582089552238807,1.8596491228070176,2.0,17,0,8,2,3,1,0,0,2,0,6,0,0,1,0,0.2537313432835821,1821.8309442350412,12,7.195544175984625,122.29113757655523,1995.8881609053014,9.553971910568482,174.05721667026023,Philly MSA
19004,2022,20,3.05,0,0.0,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0.005000000000000001,67,3.3582089552238807,1.8596491228070176,2.0,17,0,8,2,3,1,0,0,2,0,6,0,0,1,0,0.2537313432835821,1995.8881609053014,12,9.553971910568482,174.05721667026023,2042.2026982124246,2.3204976217763518,46.314537307123146,Philly MSA
19010,2022,20,3.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0016666666666666668,135,3.574074074074074,1.7787610619469028,2.0,33,0,16,1,1,5,1,0,3,1,9,1,1,5,0,0.24444444444444444,2124.0672796955087,1,,,2202.3965104631993,3.6877000797695736,78.32923076769066,Philly MSA
19013,2021,47,3.6382978723404253,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,33,3.4545454545454546,1.5909090909090908,2.0,6,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0.18181818181818182,988.7091580524796,2,,,1085.4094658572405,9.780460413175241,96.700307804761,Philly MSA
19020,2020,795,3.269182389937107,0,0.0,5,0.006289308176100629,0,0.0,1,0.0012578616352201257,0,0.0,0,0.0,4,0.005031446540880503,0,0.0,0,0.0,1,0.0012578616352201257,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0012578616352201257,0,0.0,0,0.0,1,0.0012578616352201257,0,0.0,0,0.0,0,0.0,0,0.0,0.0005450733752620545,224,3.2589285714285716,1.6055555555555556,2.0,42,0,17,0,1,3,0,0,1,1,16,0,1,2,1,0.1875,1247.6192063599622,10,,,1364.3900359044508,9.359492780267287,116.7708295444886,Philly MSA
19020,2021,751,3.3528628495339547,0,0.0,9,0.011984021304926764,4,0.005326231691078562,0,0.0,0,0.0,0,0.0,4,0.005326231691078562,0,0.0,0,0.0,4,0.005326231691078562,0,0.0,1,0.0013315579227696406,1,0.0013315579227696406,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.002663115845539281,0,0.0,0,0.0,0,0.0,2,0.002663115845539281,0,0.0,0,0.0,0,0.0,0,0.0,0.0011984021304926762,224,3.2589285714285716,1.6055555555555556,2.0,42,0,17,0,1,3,0,0,1,1,16,0,1,2,1,0.1875,1364.3900359044508,12,9.359492780267287,116.7708295444886,1513.6600511403776,10.940421089851782,149.27001523592685,Philly MSA
19020,2022,55,3.581818181818182,0,0.0,1,0.01818181818181818,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.01818181818181818,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0012121212121212121,224,3.2589285714285716,1.6055555555555556,2.0,42,0,17,0,1,3,0,0,1,1,16,0,1,2,1,0.1875,1513.6600511403776,12,10.940421089851782,149.27001523592685,1553.828845856442,2.6537527158625673,40.16879471606444,Philly MSA
19026,2022,19,3.6315789473684212,0,0.0,1,0.05263157894736842,0,0.0,0,0.0,0,0.0,0,0.0,1,0.05263157894736842,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.003508771929824561,91,3.587912087912088,1.6,2.0,18,0,8,0,2,0,0,0,0,1,8,0,0,1,0,0.1978021978021978,1451.6970868621372,9,,,1564.371202917306,7.761544544992871,112.67411605516872,Philly MSA
19082,2022,17,3.764705882352941,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,122,3.4918032786885247,1.4752475247524752,1.0,21,0,12,0,3,1,0,0,1,0,5,0,0,1,3,0.1721311475409836,1218.8054153194282,6,,,1275.4130691841078,4.644519391952628,56.607653864679605,Philly MSA
19087,2019,1487,3.6308002689979824,4,0.0026899798251513113,21,0.014122394082044385,6,0.004034969737726967,2,0.0013449899125756557,2,0.0013449899125756557,1,0.0006724949562878278,4,0.0026899798251513113,5,0.0033624747814391394,2,0.0013449899125756557,70,0.04707464694014795,8,0.005379959650302623,2,0.0013449899125756557,1,0.0006724949562878278,1,0.0006724949562878278,0,0.0,0,0.0,0,0.0,0,0.0,8,0.005379959650302623,0,0.0,0,0.0,8,0.005379959650302623,0,0.0,0,0.0,1,0.0006724949562878278,2,0.0013449899125756557,7,0.004707464694014795,0,0.0,1,0.0006724949562878278,0,0.0,0.0034969737726967044,192,3.5807291666666665,1.7964071856287425,2.0,53,0,15,8,7,6,1,1,3,1,20,0,1,1,0,0.2760416666666667,1661.9225797939189,12,,,1693.1374369445148,1.8782377428475883,31.21485715059589,Philly MSA
19087,2020,806,3.866004962779156,3,0.0037220843672456576,9,0.011166253101736972,2,0.0024813895781637717,2,0.0024813895781637717,1,0.0012406947890818859,0,0.0,5,0.00620347394540943,0,0.0,2,0.0024813895781637717,18,0.022332506203473945,1,0.0012406947890818859,0,0.0,1,0.0012406947890818859,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0012406947890818859,0,0.0,0,0.0,4,0.004962779156327543,1,0.0012406947890818859,0,0.0,1,0.0012406947890818859,1,0.0012406947890818859,3,0.0037220843672456576,0,0.0,0,0.0,0,0.0,0.00227460711331679,192,3.5807291666666665,1.7964071856287425,2.0,53,0,15,8,7,6,1,1,3,1,20,0,1,1,0,0.2760416666666667,1693.1374369445148,12,1.8782377428475883,31.21485715059589,1805.473866639761,6.634808683810789,112.33642969524612,Philly MSA
19087,2021,828,3.75,1,0.0012077294685990338,13,0.01570048309178744,1,0.0012077294685990338,2,0.0024154589371980675,0,0.0,0,0.0,5,0.006038647342995169,0,0.0,0,0.0,32,0.03864734299516908,1,0.0012077294685990338,1,0.0012077294685990338,1,0.0012077294685990338,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.0036231884057971015,0,0.0,0,0.0,1,0.0012077294685990338,0,0.0,0,0.0,2,0.0024154589371980675,0,0.0,1,0.0012077294685990338,0,0.0,0,0.0,0,0.0,0.002576489533011273,192,3.5807291666666665,1.7964071856287425,2.0,53,0,15,8,7,6,1,1,3,1,20,0,1,1,0,0.2760416666666667,1805.473866639761,12,6.634808683810789,112.33642969524612,2007.0366919337214,11.163984647924984,201.5628252939605,Philly MSA
19087,2022,38,3.6315789473684212,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.02631578947368421,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0008771929824561403,192,3.5807291666666665,1.7964071856287425,2.0,53,0,15,8,7,6,1,1,3,1,20,0,1,1,0,0.2760416666666667,2007.0366919337214,12,11.163984647924984,201.5628252939605,2091.215528553384,4.194185236272818,84.17883661966266,Philly MSA
19096,2022,22,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.045454545454545456,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.045454545454545456,0,0.0,0,0.0,0,0.0,0.0030303030303030303,44,3.3863636363636362,1.7647058823529411,2.0,14,0,4,0,0,5,1,0,1,0,5,0,2,1,0,0.3181818181818182,1989.6908258198516,6,,,2107.16294356725,5.904038769389897,117.47211774739822,Philly MSA
19102,2017,4306,3.814677194612169,17,0.003947979563399907,178,0.041337668369716675,23,0.005341384115188109,8,0.0018578727357176034,1,0.00023223409196470042,3,0.0006967022758941013,49,0.01137947050627032,38,0.008824895494658615,21,0.004876915931258709,123,0.028564793311658152,19,0.004412447747329308,2,0.00046446818392940084,7,0.001625638643752903,2,0.00046446818392940084,1,0.00023223409196470042,5,0.0011611704598235022,0,0.0,0,0.0,25,0.0058058522991175105,1,0.00023223409196470042,3,0.0006967022758941013,7,0.001625638643752903,7,0.001625638643752903,6,0.0013934045517882026,10,0.0023223409196470044,26,0.006038086391082211,42,0.009753831862517418,0,0.0,1,0.00023223409196470042,0,0.0,0.0048382102492645915,250,3.4,1.8224299065420562,2.0,76,0,29,2,12,7,0,1,7,3,27,0,1,4,0,0.304,1790.2457846199768,12,,,1795.630211838772,0.3007646919240381,5.384427218795281,Philly MSA
